#{"t_start": 1747061058.6687856, "env_id": "None"}
r,l,t
-655.0,786,65.289148
-635.0,902,75.926193
-705.0,767,81.908163
-765.0,825,87.869905
-640.0,1020,96.148907
-620.0,704,101.631314
