#{"t_start": 1747061058.66739, "env_id": "None"}
r,l,t
-765.0,800,65.462736
-655.0,795,74.980033
-765.0,695,80.675659
-635.0,776,86.269832
-340.0,816,92.89741
-765.0,592,97.440379
