#{"t_start": 1747061058.6083362, "env_id": "None"}
r,l,t
-720.0,733,64.658871
-765.0,784,74.499849
-635.0,721,80.367354
-765.0,839,86.452306
-500.0,812,93.050193
-765.0,844,99.557654
