#{"t_start": 1747061058.7631857, "env_id": "None"}
r,l,t
-440.0,1069,68.910206
-765.0,841,77.63071
-765.0,657,82.708041
-515.0,762,88.136087
-610.0,924,95.713834
-720.0,729,101.428938
