#{"t_start": 1747061058.733113, "env_id": "None"}
r,l,t
-635.0,834,65.856973
-765.0,729,74.718019
-635.0,1056,83.072728
-765.0,788,88.665528
-765.0,817,95.500016
-765.0,681,100.834463
