#{"t_start": 1747061056.2165592, "env_id": "None"}
r,l,t
-650.0,660,26.104439
-765.0,601,73.954114
-635.0,909,82.215554
-765.0,725,87.532829
-765.0,673,92.333747
-635.0,938,100.218912
