#{"t_start": 1747061058.7222998, "env_id": "None"}
r,l,t
-765.0,717,64.242956
-765.0,798,74.384224
-190.0,847,81.159431
-690.0,972,88.173986
-720.0,862,95.295574
-765.0,804,101.552564
