#{"t_start": 1747061056.931112, "env_id": "None"}
r,l,t
-720.0,744,66.442314
-635.0,709,75.700336
-765.0,753,81.785336
-690.0,805,87.655047
-635.0,866,94.66216
-590.0,940,101.942234
