#{"t_start": 1747061057.8955684, "env_id": "None"}
r,l,t
-765.0,773,65.905772
-765.0,804,75.635756
-515.0,837,82.367583
-565.0,809,88.249963
-750.0,916,95.696476
-735.0,652,100.763497
