#{"t_start": 1747061057.1357098, "env_id": "None"}
r,l,t
-655.0,847,67.60139
-675.0,1011,78.816454
-495.0,835,85.166936
-765.0,748,90.467124
-765.0,585,95.557711
10.0,975,103.135375
