#{"t_start": 1747061058.7412212, "env_id": "None"}
r,l,t
-495.0,920,66.960202
-765.0,765,75.818599
-345.0,941,83.119964
-765.0,747,88.434395
-765.0,775,94.910183
-635.0,782,101.007624
