#{"t_start": 1747061057.5201678, "env_id": "None"}
r,l,t
-635.0,828,66.959049
-735.0,739,75.923865
-655.0,782,82.239456
-595.0,818,88.193879
-765.0,630,93.40897
-575.0,874,100.168673
