#{"t_start": 1747061056.400625, "env_id": "None"}
r,l,t
-765.0,668,62.784525
-480.0,879,76.896108
-765.0,770,83.129034
-560.0,1079,90.899459
-765.0,726,97.030091
-765.0,764,102.970862
