#{"t_start": 1747061058.7145593, "env_id": "None"}
r,l,t
-765.0,653,23.523425
-765.0,1073,76.220655
-490.0,732,81.912566
-735.0,703,86.973629
-765.0,692,92.66145
-765.0,854,99.251961
