#{"t_start": 1747061057.1883373, "env_id": "None"}
r,l,t
-655.0,714,65.622083
-765.0,706,75.183104
-765.0,676,80.67157
-765.0,782,86.431885
-475.0,937,93.905104
-765.0,722,99.462654
