#{"t_start": 1747061058.7274237, "env_id": "None"}
r,l,t
-705.0,682,60.610029
-655.0,736,73.59689
-765.0,792,79.992355
-765.0,736,85.331325
-655.0,692,90.385376
-765.0,1065,99.184592
