#{"t_start": 1747061058.6063077, "env_id": "None"}
r,l,t
-765.0,1028,68.512119
-765.0,774,76.892073
-625.0,693,82.305562
-635.0,878,88.567163
-765.0,870,95.781382
-765.0,705,101.288396
