#{"t_start": 1747061057.643183, "env_id": "None"}
r,l,t
-720.0,879,67.523716
-765.0,731,76.118781
-765.0,958,83.797606
-765.0,688,88.70061
-485.0,928,96.248523
-560.0,791,102.408854
