#{"t_start": 1747061058.7121184, "env_id": "None"}
r,l,t
-220.0,983,67.844982
-765.0,879,77.274084
-765.0,713,82.785225
-485.0,749,88.12551
-765.0,684,93.862957
-650.0,881,100.727992
