#{"t_start": 1747061058.7109756, "env_id": "None"}
r,l,t
-765.0,1035,68.516665
-765.0,648,75.77654
-705.0,841,82.394561
-690.0,741,87.716079
-765.0,768,94.048074
-495.0,900,101.031218
