#{"t_start": 1747061058.7460916, "env_id": "None"}
r,l,t
-635.0,704,60.750069
-515.0,994,75.935179
-515.0,689,81.30775
-575.0,880,87.688575
-765.0,750,93.888813
-765.0,706,99.347547
