#{"t_start": 1747061058.8391807, "env_id": "None"}
r,l,t
-635.0,848,65.905506
-735.0,836,75.656656
-765.0,713,81.274155
-765.0,824,87.245015
-625.0,716,93.154564
-605.0,823,99.521184
