#{"t_start": 1747061057.6420102, "env_id": "None"}
r,l,t
-765.0,591,22.343017
-765.0,773,73.950216
-765.0,682,79.836196
-655.0,673,84.886335
-455.0,874,91.081852
-705.0,706,97.207439
