#{"t_start": 1747061058.719593, "env_id": "None"}
r,l,t
-765.0,785,65.237702
-635.0,792,74.811953
-515.0,806,81.30627
-765.0,647,85.980617
-765.0,800,92.468612
-620.0,934,99.701097
