#{"t_start": 1747061056.460651, "env_id": "None"}
r,l,t
-590.0,693,62.942693
-765.0,910,77.26835
-635.0,873,84.326922
-765.0,858,90.457165
-720.0,713,96.449194
-465.0,910,103.526598
