#{"t_start": 1746790527.453259, "env_id": "None"}
r,l,t
-100.0,803,2.728735
-120.0,809,5.188209
-120.0,632,6.569865
-120.0,758,8.540792
-67.0,779,10.685513
-120.0,693,12.27596
-120.0,632,13.973805
-120.0,663,15.879961
-120.0,561,17.282524
-120.0,582,18.766475
-120.0,700,20.615304
