#{"t_start": 1746790527.3955, "env_id": "None"}
r,l,t
-120.0,731,2.569351
-120.0,680,4.703741
-120.0,962,6.97343
-96.0,975,9.515632
-114.0,623,11.156968
-120.0,467,12.236207
-120.0,849,14.549895
-120.0,737,16.6183
-120.0,529,17.886482
-120.0,713,19.745207
-120.0,606,21.515681
