#{"t_start": 1746790527.4043524, "env_id": "None"}
r,l,t
-96.0,670,2.368223
-120.0,839,5.047632
-96.0,680,6.474187
-120.0,542,7.909174
-100.0,806,10.039633
-120.0,875,12.167054
-114.0,853,14.485136
-120.0,638,16.335372
-108.0,765,18.182886
-120.0,943,20.662596
