#{"t_start": 1746790527.4873035, "env_id": "None"}
r,l,t
-120.0,551,1.885326
-120.0,692,4.104273
-108.0,1189,7.023439
-120.0,493,8.309753
-114.0,624,9.989364
-120.0,439,11.1106
-100.0,1032,13.691675
-120.0,1081,16.679877
-120.0,560,18.062448
-120.0,660,19.775119
-120.0,830,22.235317
