#{"t_start": 1746790527.0132947, "env_id": "None"}
r,l,t
-120.0,620,2.609643
-120.0,333,3.645317
-120.0,670,5.649514
-120.0,464,6.639699
-120.0,692,8.42221
-100.0,967,11.01788
-120.0,738,12.737183
-120.0,774,14.851029
-120.0,710,16.892393
-100.0,714,18.605105
-120.0,655,20.300812
-120.0,629,22.219128
