#{"t_start": 1746790527.4353325, "env_id": "None"}
r,l,t
-120.0,646,2.264029
-120.0,615,4.223234
-120.0,369,5.240157
-120.0,818,7.126382
-120.0,873,9.420742
-108.0,562,10.958712
-96.0,551,12.206178
-120.0,506,13.550239
-96.0,981,16.386273
-96.0,801,18.309279
-120.0,597,19.858649
-120.0,739,22.085489
