#{"t_start": 1746790527.4050906, "env_id": "None"}
r,l,t
-120.0,670,2.368214
-120.0,627,4.364878
-120.0,819,6.311633
-120.0,748,8.228997
-100.0,1025,10.988524
-120.0,455,12.006034
-120.0,651,13.702589
-120.0,735,15.817006
-96.0,886,18.028551
-120.0,744,19.962941
-108.0,564,21.664623
