#{"t_start": 1746790527.4050937, "env_id": "None"}
r,l,t
-120.0,852,2.91059
-120.0,662,5.054261
-120.0,586,6.273939
-120.0,336,7.119706
-120.0,892,9.453285
-120.0,608,11.078173
-100.0,648,12.596325
-120.0,828,14.902341
-108.0,822,17.073327
-100.0,699,18.851591
-120.0,822,21.056848
