#{"t_start": 1746790527.4417427, "env_id": "None"}
r,l,t
-120.0,639,2.235809
-120.0,567,4.038492
-115.0,823,6.078566
-120.0,448,7.182424
-120.0,598,8.750566
-96.0,675,10.601874
-28.0,904,12.739662
-120.0,737,14.815398
-120.0,515,16.298413
-120.0,822,18.29539
-120.0,503,19.596306
-120.0,585,21.229669
