#{"t_start": 1746790527.4065926, "env_id": "None"}
r,l,t
-120.0,840,2.874535
-100.0,772,5.227725
-120.0,600,6.518749
-120.0,1143,9.514024
-120.0,946,11.884985
-120.0,638,13.550524
-120.0,732,15.637039
-120.0,734,17.49559
-120.0,810,19.577484
-120.0,629,21.353831
