#{"t_start": 1746790527.471799, "env_id": "None"}
r,l,t
-120.0,778,2.635834
-120.0,402,3.920415
-120.0,773,5.886465
-120.0,724,7.702888
-120.0,511,9.022434
-120.0,626,10.773342
-120.0,825,12.692386
-120.0,564,14.21327
-72.0,816,16.53528
-120.0,683,18.204251
-120.0,809,20.324237
