#{"t_start": 1746790527.3718307, "env_id": "None"}
r,l,t
-84.0,1023,3.533416
-120.0,453,4.968789
-120.0,702,6.489799
-96.0,934,8.924232
-120.0,1039,11.589701
-120.0,959,14.065541
-88.0,739,16.180755
-120.0,739,17.994409
-120.0,590,19.536653
-120.0,683,21.467941
