#{"t_start": 1746790527.4233656, "env_id": "None"}
r,l,t
-120.0,560,1.978134
-100.0,700,4.224015
-120.0,845,6.26372
-120.0,734,8.156132
-99.0,1074,11.018248
-120.0,801,12.952673
-100.0,587,14.587043
-120.0,681,16.512737
-100.0,920,18.762277
-120.0,709,20.642455
-120.0,511,22.255394
