#{"t_start": 1746790527.371495, "env_id": "None"}
r,l,t
-120.0,622,2.261878
-120.0,457,3.74085
-84.0,855,5.941378
-120.0,740,7.788276
-120.0,594,9.339609
-60.0,966,11.780178
-120.0,482,13.018651
-96.0,531,14.469741
-120.0,839,16.769809
-120.0,687,18.490205
-120.0,671,20.241419
-120.0,698,22.344085
