#{"t_start": 1746790527.3921318, "env_id": "None"}
r,l,t
-120.0,705,2.499347
-120.0,680,4.626998
-120.0,481,5.779083
-120.0,675,7.399348
-120.0,512,8.743706
-120.0,914,11.159885
-120.0,510,12.349187
-120.0,653,14.107521
-120.0,606,15.861203
-120.0,734,17.696169
-120.0,619,19.27843
-120.0,856,21.772744
