#{"t_start": 1746790527.435124, "env_id": "None"}
r,l,t
-120.0,649,2.274848
-120.0,584,4.134826
-120.0,692,5.854431
-120.0,542,7.169666
-120.0,600,8.734679
-120.0,954,11.22329
-120.0,789,13.228262
-120.0,802,15.466193
-120.0,798,17.498732
-120.0,561,18.939562
-120.0,725,20.880466
